key,name,industry,description,idea_slug,mapped_by
S3E38P433,Cup-ji,Food and Beverage,Flavoured Instant Tea in Cups,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S3E38P434,AToddler Thing,Beauty/Fashion,Baby Clothing and Essentials,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E38P435,Flexify Me,Medical/Health,Body Pain Management Platform,physio-and-massage,pain management|rehabilitation
S3E39P436,Dharaksha,Green/CleanTech,Ecosolution Sustainable Material Science,eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S3E39P437,i Dream Career,Technology/Software,Career Counseling Platform,career-counselling,override
S3E39P438,Rock Paper Rum,Liquor/Alcohol,Innovative Indian Rum,beverage-brand,.
S3E40P439,Fit&Flex,Food and Beverage,"Variety of snacks, Muesli, Granola",healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E40P440,Sukham,Medical/Health,Holistic sexual male wellness,consumer-app-startup,.
S3E40P441,Smotect,Medical/Health,Quit Smoking by tablets,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S3E41P442,Katidhan,Manufacturing,Autonomus Light Deterrence System,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S3E41P443,NEMAAI,Technology/Software,AI and Neuroscience based EdTech Platform,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S3E41P444,Maple Pods,Business Services,Tech Hospitality and Entertainment Company,,
S3E42P445,Spec Ops,Others,Tactical clothing for Military,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E42P446,Kaabil Kids,Technology/Software,Online Chess Training Academy,test-prep-online,learning|courses|chess|edtech|interviews|career|school|classes|learn
S3E42P447,Odd Giraffe,Lifestyle/Home,Journals and Planners for Mental Wellness,stationery-and-art-supplies,stationery|journal|planner|paints
S3E43P448,Nemocare,Medical/Health,NeoNatel Wearable Vital Monitor,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S3E43P449,Why So Blue,Beauty/Fashion,Clothing Brand,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E43P450,Coratia Technologies,Technology/Software,Unmanned Underwater Robots,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
S3E44P451,Coolant,Manufacturing,Nature-Based Cooling Technology,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S3E44P452,Xmachines,Technology/Software,Robotics and AI for Agriculture,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
S3E44P453,Luvottica,Lifestyle/Home,Love-Making Yoga intimate Furniture,furniture-workshop,furniture|chair|mattress|kitchens
S3E45P454,Farm Didi,Food and Beverage,Food Business training App,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S3E45P455,Popcorn,Food and Beverage,Ready to Eat Popcorn,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S3E45P456,Prorata,Business Services,Fractional Car Ownership Platform,consumer-app-startup,override
S3E46P457,Indigifts,Business Services,Personal Festive Corporate Gifting,custom-gifting-store,gift
S3E46P458,Alien Versions,Vehicles/Electrical Vehicles,FuelV Smart Fuel Caps,hardware-product-startup,fuel caps|helmet|pillow|gyrocopter|aircraft|hydrogen
S3E46P459,Rocca,Food and Beverage,Premium Chocolates,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S3E47P460,Kiko Live,Technology/Software,Listing and Creating Websites for Kirana Sellers,b2b-marketplace,marketplace|kirana|truck drivers|recruiters|design marketplace
S3E47P461,Melooha,Others,AI Powered Astrology Platform,consumer-app-startup,\bapp\b|platform|dating|social|meetup|club|conversations|anger management|astrology|letter writing
S3E47P462,FUTRStudios,Technology/Software,Kyra Virtual Influencer for Businesses,digital-agency,advertisement|influencer|sales agent|beauty brands
S3E48P463,Allter,Lifestyle/Home,Certified Organic Rash-Free Diapers,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E48P464,First Bud Organics,Food and Beverage,Organic Products,honey-and-organic-produce,\bhoney\b|organic products|organic grocery|jaggery|jamun|organic spices
S3E48P465,Shararat,Lifestyle/Home,Bedroom intimacy Fashion,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S3E49P466,Competishun,Children/Education,Coaching classes for IIT/JEE,coaching-centre,override
S3E49P467,Bombay Closet Cleanse,Beauty/Fashion,Thrift shop resale Platform,sneaker-and-streetwear-resale,sneaker resale|sneaker collection|pre-owned|thrift|refurbished
S3E49P468,Kiosk Kaffee,Food and Beverage,Premium Coffee,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S3E50P469,Neon Attack,Lifestyle/Home,Premium Quality Neon Signs,handcrafted-home-decor,override
S3E50P470,PTal,Lifestyle/Home,"Copper, Brass, and Bronze Kitchenware",handcrafted-home-decor,"decor|handicraft|handcrafted|artisan|art & craft|art by|mural|neon|rug|clay|copper|brass|marble|handmade|hand-painted|design, aesthetics"
S3E50P471,Road Pilot,Technology/Software,App for Truck Drivers and Fleet Owners,b2b-marketplace,marketplace|kirana|truck drivers|recruiters|design marketplace
S3E51P472,Smart Mop,Lifestyle/Home,Caspian smart household cleaning device,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S3E51P473,Lea,Beauty/Fashion,"With real curves, to celebrate and accentuate the skin",personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S3E51P474,$Krishna Rama,Entertainment,Movie,publishing-and-comics,publishing|web series|movie|audio content|streaming
S3E51P475,Rentit4me,Business Services,Marketplace where people can “Give on Rent” & “Take on Rent,clothing-rental,rental|on rent|give on rent
S3E52P476,Cool The Globe,Green/CleanTech,Movement to combat climate change,eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S3E52P477,Canvaloop,Green/CleanTech,Sustainable fabrics manufacturer,eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S3E52P478,Digital Paani,Green/CleanTech,"Manage plants, deliver safe, compliant operations",saas-micro-product,manage plants
S4E1P479,FAEBeauty,Beauty/Fashion,Innovative beauty products,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E1P480,CONFECT,Food and Beverage,Delectable premium confectionery,sweet-shop,sweet|mithai|candy|candies|lollipop|chocolate|confection|chewing gum
S4E1P481,Indulge,Technology/Software,Global luxury app,consumer-app-startup,.
S4E2P482,BLFabric,Beauty/Fashion,Fabric retail offerings,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S4E2P483,Culture Circle,Beauty/Fashion,Authentic and affordable sneaker collection,sneaker-and-streetwear-resale,sneaker resale|sneaker collection|pre-owned|thrift|refurbished
S4E2P484,Nexera Health,Medical/Health,Healthcare solution for employees,consumer-app-startup,.
S4E3P485,NOOE,Technology/Software,Premium lifestyle accessories,bags-and-accessories-brand,override
S4E3P486,Go Zero,Food and Beverage,Indulgent guilt-free ice creams,ice-cream-and-desserts-brand,ice.?cream|ice-?pops|gelato|dessert|kheer|cheesecake|waffles
S4E3P487,Curve Electric,Technology/Software,e-bike sharing system,ev-charging-and-rental,override
S4E4P488,Gudworld,Food and Beverage,Organic jaggery delights,honey-and-organic-produce,\bhoney\b|organic products|organic grocery|jaggery|jamun|organic spices
S4E4P489,airth,Lifestyle/Home,Innovative air purifiers for ACs,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S4E4P490,One Dios,Lifestyle/Home,Convenient service request platform,home-cleaning-service,helpers|homemakers|service request
S4E5P491,Inner Gize,Medical/Health,Mental wellness wearables,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E5P492,Personal Touch Skincare,Beauty/Fashion,Premium skin body home care,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E5P493,KIWIKisan Window,Lifestyle/Home,Organic grocery solutions,honey-and-organic-produce,\bhoney\b|organic products|organic grocery|jaggery|jamun|organic spices
S4E6P494,Tripole Gear,Fitness/Sports/Outdoors,Trekking gear essentials backpacks,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S4E6P495,Neosapien,Technology/Software,AI-powered superhuman personal assistant,consumer-app-startup,.
S4E6P496,Miss Cheesecake,Food and Beverage,Delightful affordable cheesecakes,ice-cream-and-desserts-brand,override
S4E7P497,Speed Kitchen,Food and Beverage,Ready-to-move kitchens,furniture-workshop,furniture|chair|mattress|kitchens
S4E7P498,Mudgar Club,Fitness/Sports/Outdoors,Traditional fitness tools,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S4E7P499,Imagi Make,Children/Education,Creative games and toys,toys-and-games-brand,toy|doll|busy board|games|collectible
S4E8P500,Beast Life,Medical/Health,Affordable protein supplements,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S4E8P501,Go Devil,Beauty/Fashion,Trendy online fashion,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E8P502,Havintha,Beauty/Fashion,Premium hair care products,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E9P503,Nurturing Green,Lifestyle/Home,Online plant nursery,nursery-and-plants,nursery
S4E9P504,kyari,Lifestyle/Home,Online plant nursery,nursery-and-plants,nursery
S4E10P505,Project Clay,Children/Education,One-on-one college application mentorship,career-counselling,override
S4E10P506,Deni Bikes,Vehicles/Electrical Vehicles,Affordable and eco-friendly electric motorcycles,ev-assembly,.
S4E10P507,Pretty Little Shop,Lifestyle/Home,Personalized gift solutions,custom-gifting-store,gift
S4E11P508,Aquapeya,Lifestyle/Home,Natural mineral water,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S4E11P509,Jarsh,Manufacturing,Innovative safety wearables,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S4E11P510,DACBY,Beauty/Fashion,Platform for pre-owned gaming consoles,sneaker-and-streetwear-resale,sneaker resale|sneaker collection|pre-owned|thrift|refurbished
S4E12P511,Shyle,Beauty/Fashion,Handcrafted jewellery silver,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S4E12P512,Savani Heritage,Business Services,Innovative restoration techniques,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S4E12P513,SNEAKINN,Beauty/Fashion,Premium sneaker care solutions,footwear-brand,shoe|footwear|sneaker|insole|loafer
S4E13P514,fupro,Medical/Health,Affordable prosthetics Orthotics,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E13P515,Kanvas,Beauty/Fashion,Heritage-inspired fashion footwear,footwear-brand,shoe|footwear|sneaker|insole|loafer
S4E13P516,ezo,Manufacturing,Innovative billing machines,hardware-product-startup,machine|waterless|wheelchair|wearable|air purifier|cleaning device|massager|smart watch
S4E14P517,Seven,Technology/Software,Innovative payment wearables developed,hardware-product-startup,robot|drone|aerial|underwater|wearable|virtual reality|4d
S4E14P518,The Future Animations,Technology/Software,Captivating two-dimensional animations,video-editing-service,animation|comics|content studio|dubbing|localisation|localization
S4E14P519,Aignosis,Technology/Software,"Early screening, diagnosis, and detection of autism",consumer-app-startup,.
S4E15P520,Rosha,Manufacturing,"Wireless, portable, and rechargeable lighting lamps",hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S4E15P521,Make My Payment,Technology/Software,Automated online fees payment reminder system,saas-micro-product,software|automation|enterprise|optimization|character recognition|fees payment|builder|analytics|facade|fasade
S4E15P522,Patch Up,Medical/Health,Patches that provide vitamins through skin absorption,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S4E16P523,tikitoro,Beauty/Fashion,Personal care products for kids and teens,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E16P524,Ashva,Medical/Health,Musculoskeletal healthcare wearables,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E16P525,Aseem Shakti,Beauty/Fashion,Ready-to-wear pocket saree,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S4E17P526,RBDMachine Tools,Agriculture,India's first power reaper with a seat,agritech-devices,.
S4E17P527,Midas Paint,Green/CleanTech,Eco-friendly paints,eco-friendly-products-brand,\beco|sustainab|bamboo|bioplastic|afforestation|climate|biodegrad|paper goods|handmade paper
S4E17P528,Goodland Pickleball,Fitness/Sports/Outdoors,"Pickleball premium paddles, and courts",sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S4E18P529,The Naturik Co,Food and Beverage,High protein breakfast options,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S4E18P530,Metashot,Fitness/Sports/Outdoors,Console-like cricket game,toys-and-games-brand,override
S4E18P531,Gabru Di Chaap,Food and Beverage,Flavourful soya chaap,frozen-and-ready-to-cook-foods,momo|frozen|ready to cook|jackfruit|instant curr|soup|ready-to-eat|soya chaap|plant based meat|plant-based meat|diy food|breakfast option|overnight oats
S4E19P532,Yaan Man,Beauty/Fashion,Makeup for men,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E19P533,Sonic Lamb,Lifestyle/Home,Premium headphones,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S4E19P534,Woolah,Food and Beverage,World’s first bagless tea dip,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S4E20P535,EM5,Beauty/Fashion,Pocket perfumes,personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E20P536,Woman Like U,Beauty/Fashion,Body-type-specific womenswear,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E20P537,Book Leaf Publishing,Others,Self-publishing platform,publishing-and-comics,publishing|web series|movie|audio content|streaming
S4E21P538,Str8bat,Fitness/Sports/Outdoors,A batting sensor,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S4E21P539,Ruby's Organics,Beauty/Fashion,"Natural and Vegan, Cruelty Free, Clean Cosmetics & Makeup Products",personal-care-brand,skin|\bhair|beauty|cosmetic|makeup|make-up|perfume|fragrance|attar|deo|toilet spray|intimate hygiene|urine bag|waterless bathing|oil|cigarette|cannabis|care products|toothpaste|toothbrush|diaper|home care|belly button
S4E21P540,The Good Doll,Children/Education,Sustainable fabric dolls,toys-and-games-brand,toy|doll|busy board|games|collectible
S4E22P541,Schickwheel,Manufacturing,Food trucks,quick-service-food-outlet,qsr|restaurant|food kart|food truck|maggi|pizza|kulche|parathas|cuisine|dining|pancake|kunafa
S4E22P542,Clap Store Toys,Children/Education,kids' toys creativity and learning with Montessori Busy Boards,toys-and-games-brand,toy|doll|busy board|games|collectible
S4E22P543,Raheja Solar Food Processing,Manufacturing,"High-quality, durable solar dryers",solar-installation,solar
S4E23P544,Wanderlooms,Fitness/Sports/Outdoors,Adventure-inspired riding apparel,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S4E23P545,Ugees,Lifestyle/Home,India’s first undergarment wash,home-cleaning-products-brand,clean|detergent|undergarment wash|freshner|air purifier
S4E23P546,Alt.f Coworking,Business Services,Innovative working spaces,coworking-and-coliving,co-?working|co-?living|working spaces|accomodation|student housing
S4E24P547,Burger Bae,Beauty/Fashion,Sustainable streetwear clothing brand,d2c-apparel-brand,override
S4E24P548,Boba Bhai,Food and Beverage,Refreshing bubble teas,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S4E24P549,Hexafun,Beauty/Fashion,Quirky products with funky accessories,bags-and-accessories-brand,\bbags?\b|backpack|sling|clutch|handbag|luggage|suitcase|accessories|eyewear|eye wear|watches
S4E25P550,Repeat Gud,Food and Beverage,Chemical-free sauces,pickle-and-papad-brand,pickle|chutney|sauce|relish|jam|marinade|fruit spread|mukhwas|mouth fresh
S4E25P551,Skate Supply India,Fitness/Sports/Outdoors,Skateboard distribution and retail,sports-goods-brand,bat|bowling|paddle|archery|shop|skateboard|gear|equipment|tools|sportswear|apparel|peripherals
S4E25P552,Utopian Drinks,Food and Beverage,Fresh fruit juices and smoothies,juice-and-shake-bar,fruit juices|fruit salad|fresh fruits|salads|smoothie
S4E26P553,GOFIG,Green/CleanTech,Digital platform to minimize waste,recycling-and-waste,waste|scrap|recycl|compost|upcycl|plastic
S4E26P554,Joyspoon,Food and Beverage,Premium mukhwas and mouth fresheners,pickle-and-papad-brand,pickle|chutney|sauce|relish|jam|marinade|fruit spread|mukhwas|mouth fresh
S4E26P555,bambinos,Children/Education,English communication school for kids,kids-enrichment-classes,course|school|classes|brain development|chess|music classes|teaching|therapy|therapeutic
S4E27P556,Fundoo Labs,Children/Education,DIY scientific and sensory toys,toys-and-games-brand,toy|doll|busy board|games|collectible
S4E27P557,Gaon,Food and Beverage,Authentic Indian desi food cuisine,quick-service-food-outlet,qsr|restaurant|food kart|food truck|maggi|pizza|kulche|parathas|cuisine|dining|pancake|kunafa
S4E27P558,Eri Weave,Beauty/Fashion,Handwoven silk crafted by women,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S4E28P559,Paleoo Bakes,Food and Beverage,Healthy sweets,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S4E28P560,Neura Sim,Medical/Health,Innovative solutions for visual impairments,medical-devices-startup,override
S4E28P561,Offmint,Beauty/Fashion,Luxury-ready fashion,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E29P562,Chokhat,Lifestyle/Home,Affordable designer home decor,handcrafted-home-decor,"decor|handicraft|handcrafted|artisan|art & craft|art by|mural|neon|rug|clay|copper|brass|marble|handmade|hand-painted|design, aesthetics"
S4E29P563,Zenma Coffee,Food and Beverage,Barista-level espresso at home,beverage-brand,coffee|espresso|cocktail|\btea\b|tea dip|matcha|kombucha|beverage|drink|juice|lemonade|shake|water|mixer|bubble tea|spirit|beer|mead
S4E29P564,The Ele Fant,Children/Education,Toy subscription service,toys-and-games-brand,toy|doll|busy board|games|collectible
S4E30P565,Better Nutrition,Food and Beverage,Biofortified Nutrition Aata,spice-processing-unit,spice|\batta\b|flour|\baata\b
S4E30P566,Pinq Polka,Beauty/Fashion,Lifestyle products for women,d2c-apparel-brand,wear|cloth|apparel|fashion|lifestyle products for women|dress|denim|streetwear|lingerie|swim|underwear|innerwear|shapewear|petticoat|sleeves|abaya|kurta|sarees|sikh|tactical|vest|maternity|textile
S4E30P567,Vibrasense,Medical/Health,Life-saving innovations,medical-devices-startup,override
S4E31P568,Near Book,Children/Education,A used books marketplace,used-book-store,override
S4E31P569,Memotag,Medical/Health,IoT wearable for monitoring cognitive and physical health,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E31P570,Klimate,Beauty/Fashion,Climate impact solutions cooling vests,hardware-product-startup,override
S4E32P571,Health Fab,Medical/Health,Leakproof period panties,personal-care-brand,nasal strip|body adhesive|period panties|dental care brand|cannabis|cannibis
S4E32P572,Pie Matrix,Others,Premium telescopes and binoculars,hardware-product-startup,smart|device|detector|disposal|deterrence|machine|lock|invention|automatic|autonomous|portable|wearable|3d printing|drone|television|speaker|audio|headphone|jet spray|urinal|cradle|fan rod|drinking shield|storage|fire extinguisher|cooker|cooling|billing|lighting|dryer|stick|telescope|card|currency|packaging|chemical|contamination|pipelines|congestion|fuel|mosquito|material|mats|panels|restoration|construction|robot|attachment|ashtray|mirroring|sauna|glass
S4E32P573,Sudathi,Beauty/Fashion,Elegant sarees kurtas,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S4E33P574,Moderate,Medical/Health,Calorie-burning tablets,nutrition-supplements-brand,supplement|protein|tablet|shilajit|vitamin|magnesium|ayurved
S4E33P575,Hire For Care,Medical/Health,Digital nanny-hiring platform,consumer-app-startup,.
S4E33P576,Dream Smile,Medical/Health,Advanced affordable dental solutions veneers,medical-devices-startup,device|machine|system|test|wearable|monitor|stethoscope|prosthetic|kit|wheelchair|ecg|eeg|headband|hearing|screening|diagnos|dialysis|cooling|uroflow|dental|orthotic|aid
S4E34P577,Madmix,Food and Beverage,Healthy snacks,healthy-snacks-brand,snack|chips|nachos|nuts|dry fruits|popcorn|muesli|granola|energy bar|protein bar|bars\b|peanut butter|millet|superfood|super food|guilt|protein|diabetes|gluten|healthy|nutri|kamdhenu|puranpoli|ayurvedic enriched|wellness in the form
S4E34P578,Palmonas,Beauty/Fashion,Demi-fine jewellery,jewellery-brand,jewel|jewll|diamond|bangle|bindi|stones
S4E34P579,MKPower And Mobility,Vehicles/Electrical Vehicles,e-mobility solutions Electric Vehicles for transport and passengers,ev-assembly,.
S4E35P580,Nidhi's Grandmaa Secret,Beauty/Fashion,Natural hair oil Ayurvedic,personal-care-brand,ayurved
S4E35P581,Solnce,Manufacturing,Solar equipment services,solar-installation,solar
S4E35P582,Born Good,Lifestyle/Home,Plant-based home cleaners fabric Laundry Detergen,home-cleaning-products-brand,clean|detergent|undergarment wash|freshner|air purifier
S4E36P583,Dorabi And Amili,Beauty/Fashion,Online sustainable clothing brand,d2c-apparel-brand,override
S4E36P584,Zebra Learn,Children/Education,Modern book platform,publishing-and-comics,comic|book
S4E36P585,Exclusive Lane,Lifestyle/Home,Unique hand-painted handloom products,handloom-textiles-brand,handloom|saree|paithani|silk|handwoven|lucknow|jaipur|fabric retail|fabric sourcing|fabrics
S4E37P586,Medial,Technology/Software,Indian startup news and tech,consumer-app-startup,.
